root_cause_id,scenario_id,answer,fault_type_cn,root_cause_description,suggested_action,mean_rsrp,mean_sinr,mean_throughput_mbps,mean_rb_num,mean_gps_speed_kmh
RC_ID_BBA4QELIJH,ID_BBA4QELIJH,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-80.886,8.559,762.925,205.991,12.3
RC_ID_5LFQL7IQJ2,ID_5LFQL7IQJ2,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-78.671,9.569,764.701,195.233,15.2
RC_ID_CKK8FY95TQ,ID_CKK8FY95TQ,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-63.199,2.743,636.804,196.426,19
RC_ID_W3B8QK6YSL,ID_W3B8QK6YSL,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-82.644,10.774,838.692,207.892,16.5
RC_ID_N9QZQ1HHPF,ID_N9QZQ1HHPF,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-76.172,9.801,698.886,158.9895,26.2
RC_ID_NA56P01XGP,ID_NA56P01XGP,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-86.165,4.645,874.059,198.369,18.9
RC_ID_DAKA2MFXNO,ID_DAKA2MFXNO,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-84.33,3.026,536.477,206.408,39.4
RC_ID_AKV6WNTAYY,ID_AKV6WNTAYY,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-83.65,5.985,624.501,207.914,21.5
RC_ID_SY9562W6SA,ID_SY9562W6SA,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-81.04,8.307,670.061,209.511,35.1
RC_ID_5M4CXRWYO5,ID_5M4CXRWYO5,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-87.336,11.013,607.53,163.743,20.5
RC_ID_1SBS6AKU08,ID_1SBS6AKU08,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-78.851,9.781,570.043,202.879,20.4
RC_ID_XLFQA3EEIS,ID_XLFQA3EEIS,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-84.091,9.735,679.293,210.298,12.2
RC_ID_GZ4TSVEZO0,ID_GZ4TSVEZO0,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-86.161,6.479,687.155,205.65,20.5
RC_ID_RHBDFJBX8S,ID_RHBDFJBX8S,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-77.771,18.54,791.153,205.882,24.4
RC_ID_L70PRJ7RK2,ID_L70PRJ7RK2,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-85.873,21.799,629.779,200.125,15.9
RC_ID_IOIUY5WHX0,ID_IOIUY5WHX0,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-83.437,4.12,712.502,205.222,27.2
RC_ID_Q7ABGUPTLY,ID_Q7ABGUPTLY,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-84.831,18.852,954.663,210.353,25.3
RC_ID_32K6YUE0VS,ID_32K6YUE0VS,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-78.423,8.525,747.947,204.725,21
RC_ID_TVSILP4JV3,ID_TVSILP4JV3,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-86.379,13.434,1137.359,209.29,24.3
RC_ID_FCLE1BL23U,ID_FCLE1BL23U,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-84.074,5.471,663.758,162.375,21.9
RC_ID_0RLRREJGY9,ID_0RLRREJGY9,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-86.569,19.556,573.755,205.142,20.9
RC_ID_EF127ZVVB9,ID_EF127ZVVB9,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-80.007,6.604,764.331,206.807,21.6
RC_ID_0GRDOP800I,ID_0GRDOP800I,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-86.253,11.892,619.079,204.819,24.7
RC_ID_032PU90TM7,ID_032PU90TM7,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-85.834,6.994,573.572,168.8035,15.1
RC_ID_3DA5ZX0NBN,ID_3DA5ZX0NBN,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-81.319,9.228,716.488,164.0265,16.6
RC_ID_F7KDFYL065,ID_F7KDFYL065,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-83.786,19.595,1059.661,209.542,11.3
RC_ID_HVCJEN9DW6,ID_HVCJEN9DW6,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-85.166,12.788,545.469,199.645,19
RC_ID_S5CLF4WBFN,ID_S5CLF4WBFN,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-86.496,19.066,1016.464,208.737,15.6
RC_ID_FREL9IJ8HI,ID_FREL9IJ8HI,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-85.251,2.275,975.621,203.941,17.8
RC_ID_RCVMUZVOX1,ID_RCVMUZVOX1,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-77.594,2.995,677.913,199.551,33.5
RC_ID_X7IAATN49Q,ID_X7IAATN49Q,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-83.384,2.522,650.548,200.465,16.5
RC_ID_SZFI2A5J8B,ID_SZFI2A5J8B,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-84.663,5.5,676.208,203.359,39.1
RC_ID_ZRWTXDOY5M,ID_ZRWTXDOY5M,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-80.557,8.795,663.923,162.479,18.6
RC_ID_LJL0N7E2UL,ID_LJL0N7E2UL,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-83.168,11.265,1160.954,204.78,17.5
RC_ID_486HMWI3CH,ID_486HMWI3CH,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-78.423,8.525,747.947,165.2955,21
RC_ID_87E4FHDS4Z,ID_87E4FHDS4Z,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-79.303,23.928,828.976,203.783,22
RC_ID_IZZOTRHE90,ID_IZZOTRHE90,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-75.719,8.157,539.83,204.07,19.3
RC_ID_HR7JL51C61,ID_HR7JL51C61,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-82.708,9.801,961.856,209.372,14.5
RC_ID_LCK8KNMV7J,ID_LCK8KNMV7J,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-78.516,10.008,789.406,195.452,37.4
RC_ID_ZZWBGM9NPM,ID_ZZWBGM9NPM,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-80.162,11.968,682.371,199.943,23.2
RC_ID_TEWFYC30A3,ID_TEWFYC30A3,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-81.822,9.889,594.488,207.671,32.9
RC_ID_UXVXN9Y9X2,ID_UXVXN9Y9X2,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-84.865,12.349,527.804,197.463,27.7
RC_ID_H0PCEEMZ55,ID_H0PCEEMZ55,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-86.124,22.484,733.184,199.456,35.2
RC_ID_QB6SECWMHA,ID_QB6SECWMHA,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-82.815,9.431,527.424,201.188,15.7
RC_ID_8IVP748VQY,ID_8IVP748VQY,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-82.578,10.668,670.887,206.536,37.6
RC_ID_8KQCF13N2L,ID_8KQCF13N2L,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-87.334,10.25,713.808,207.528,19
RC_ID_4PT0M20UJO,ID_4PT0M20UJO,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-79.437,7.607,669.675,202.605,33.4
RC_ID_XRBZI4KQ6W,ID_XRBZI4KQ6W,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-85.972,21.353,635.785,164.328,17.5
RC_ID_19UBC2KEIT,ID_19UBC2KEIT,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-85.727,11.351,664.302,210.191,19.2
RC_ID_O22AF2IO1T,ID_O22AF2IO1T,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-81.865,11.728,794.236,204.602,15.1
RC_ID_GAV45KY6G4,ID_GAV45KY6G4,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-86.666,24.717,684.066,204.859,16.7
RC_ID_P3V793PW53,ID_P3V793PW53,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-87.336,11.013,607.53,205.471,20.5
RC_ID_5MD4O3P9H7,ID_5MD4O3P9H7,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-84.883,17.45,734.06,207.114,23.3
RC_ID_GFVT5CFQ4K,ID_GFVT5CFQ4K,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-86.943,24.963,593.339,202.133,20.9
RC_ID_6HWQASACO0,ID_6HWQASACO0,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-78.075,6.593,694.227,206.232,14.3
RC_ID_YLTB9JUKVT,ID_YLTB9JUKVT,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-84.255,1.336,998.98,202.621,17.5
RC_ID_5DO3DVRIQS,ID_5DO3DVRIQS,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-80.377,23.108,957.78,152.648,18.4
RC_ID_TK77SSJMZZ,ID_TK77SSJMZZ,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-77.544,3.404,595.219,192.578,18.8
RC_ID_0G40K3SZVW,ID_0G40K3SZVW,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-83.795,8.577,932.424,161.0985,23.4
RC_ID_8Y1YPVJ79I,ID_8Y1YPVJ79I,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-79.779,4.4,517.701,206.171,26
RC_ID_TSVNSOCLM5,ID_TSVNSOCLM5,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-82.88,8.054,1059.595,208.278,23.3
RC_ID_DGQANGUBPU,ID_DGQANGUBPU,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-89.101,19.99,783.245,210.285,17.9
RC_ID_ZYK1ZVYBNI,ID_ZYK1ZVYBNI,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-87.336,11.013,607.53,205.471,20.5
RC_ID_LPRW49S7CL,ID_LPRW49S7CL,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-87.101,19.99,783.245,210.285,17.9
RC_ID_PQ8BG4TN2V,ID_PQ8BG4TN2V,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-87.467,15.545,922.385,207.194,20.2
RC_ID_AHWIGQXO4Y,ID_AHWIGQXO4Y,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-87.018,20.55,562.341,199.74,17.8
RC_ID_HFDBZ0ILIJ,ID_HFDBZ0ILIJ,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-78.926,7.714,548.458,198.056,38.7
RC_ID_YNCM1IGEH4,ID_YNCM1IGEH4,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-83.777,11.533,802.582,162.1975,14.8
RC_ID_LIBMQ4PJ5T,ID_LIBMQ4PJ5T,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-87.28,24.689,647.998,201.457,16.7
RC_ID_2CB850NKMA,ID_2CB850NKMA,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-78.851,9.781,570.043,163.276,20.4
RC_ID_GL1Y4H6EH5,ID_GL1Y4H6EH5,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-84.1,5.853,658.36,207.149,13.6
RC_ID_CCEDSVUOJT,ID_CCEDSVUOJT,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-79.437,7.607,669.675,202.605,17.4
RC_ID_DN3IG7FUM1,ID_DN3IG7FUM1,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-80.452,20.731,888.929,210.606,14.5
RC_ID_05897S38CG,ID_05897S38CG,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-85.972,21.353,675.785,205.182,17.5
RC_ID_QFFCMOJ7A7,ID_QFFCMOJ7A7,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-88.407,6.638,739.23,207.689,22.9
RC_ID_B5425LGLML,ID_B5425LGLML,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-84.96,0.419,786.006,207.131,14
RC_ID_GRHI4LQCWD,ID_GRHI4LQCWD,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-86.986,22.117,704.141,201.052,14.4
RC_ID_JJVIQC3Y5X,ID_JJVIQC3Y5X,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-86.666,24.717,684.066,204.859,16.7
RC_ID_KN8XHYC2UX,ID_KN8XHYC2UX,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-77.339,9.651,872.117,205.403,17.1
RC_ID_953Y5ELOQ2,ID_953Y5ELOQ2,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-81.996,5.849,1000.626,166.803,16.9
RC_ID_XK5XS0VYPE,ID_XK5XS0VYPE,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-69.388,4.254,677.069,203.497,19.2
RC_ID_120YQ7TO0C,ID_120YQ7TO0C,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-76.634,11.721,1059.551,209.389,20.7
RC_ID_RRR3IG1DSP,ID_RRR3IG1DSP,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-87.308,6.262,710.642,205.221,20.8
RC_ID_BRBC4L8V84,ID_BRBC4L8V84,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-79.508,12.101,738.481,206.616,16
RC_ID_45URLWG9AT,ID_45URLWG9AT,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-85.889,22.399,634.862,158.856,18.2
RC_ID_1EMUJONCON,ID_1EMUJONCON,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-77.064,23.042,1157.858,210.818,15.8
RC_ID_FBDQDMJ6E9,ID_FBDQDMJ6E9,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-87.842,24.877,592.213,159.755,20.7
RC_ID_R86XD29P96,ID_R86XD29P96,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-86.939,20.147,590.381,206.685,39.6
RC_ID_6347UTL4K8,ID_6347UTL4K8,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-84.865,12.349,527.804,197.463,11.7
RC_ID_2WQOU18CS0,ID_2WQOU18CS0,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-83.219,11.883,690.44,199.998,24.2
RC_ID_UFD0HOHRMP,ID_UFD0HOHRMP,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-83.859,21.027,901.719,202.807,17
RC_ID_CYYMXGULFD,ID_CYYMXGULFD,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-82.683,5.486,787.049,165.7575,25.1
RC_ID_YYRV3RKEAO,ID_YYRV3RKEAO,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-83.879,14.417,740.764,160.5995,19.8
RC_ID_LUW29K0EBV,ID_LUW29K0EBV,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-83.311,5.908,628.991,199.476,21.8
RC_ID_ZJ0L6QS2JP,ID_ZJ0L6QS2JP,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-83.073,-1.194,882.479,206.977,22.9
RC_ID_XMKJRBFY9L,ID_XMKJRBFY9L,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-86.968,24.967,660.17,165.876,13
RC_ID_92063OVWEJ,ID_92063OVWEJ,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-82.461,11.021,590.72,186.587,15.6
RC_ID_MG1LV8TXRT,ID_MG1LV8TXRT,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-81.382,9.494,678.906,206.031,20.8
RC_ID_RGO1VFOBME,ID_RGO1VFOBME,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-85.296,3.05,596.576,200.702,9
RC_ID_M90VKDPFLY,ID_M90VKDPFLY,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-83.751,2.275,1015.621,203.941,17.8
RC_ID_S0TPNDVKKW,ID_S0TPNDVKKW,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-82.157,9.564,685.298,204.124,21.5
RC_ID_9T7UOQDTWC,ID_9T7UOQDTWC,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-86.557,13.4,1103.026,210.328,15.9
RC_ID_UZJI99A38C,ID_UZJI99A38C,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-83.7,3.874,608.809,207.216,23.5
RC_ID_AMB5UX7KY0,ID_AMB5UX7KY0,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-82.683,5.486,787.049,206.955,41.1
RC_ID_B22NX8Q9K0,ID_B22NX8Q9K0,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-86.986,22.117,664.141,160.7425,14.4
RC_ID_BRC1878OKI,ID_BRC1878OKI,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-85.923,22.619,607.395,191.326,22.4
RC_ID_MTH02XB9GR,ID_MTH02XB9GR,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-81.238,19.812,732.035,210.848,35.6
RC_ID_6GCZMQC9KC,ID_6GCZMQC9KC,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-84.881,8.869,563.428,206.472,16
RC_ID_IBI7CR20LY,ID_IBI7CR20LY,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-83.432,7.732,876.927,207.47,22
RC_ID_5QH82ABSRV,ID_5QH82ABSRV,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-77.643,6.139,635.694,203.189,16.1
RC_ID_C92YUZZRQ4,ID_C92YUZZRQ4,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-84.3,9.197,617.177,160.988,16.5
RC_ID_WVUC9D3DQ4,ID_WVUC9D3DQ4,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-80.882,9.734,928.98,209.559,16.5
RC_ID_QGL5FGXBI8,ID_QGL5FGXBI8,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-87.381,8.869,563.428,206.472,16
RC_ID_CZ7Z77R490,ID_CZ7Z77R490,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-84.052,22.247,737.455,208.139,23.8
RC_ID_FEMGT932S3,ID_FEMGT932S3,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-83.35,9.692,709.532,209.363,16.3
RC_ID_7KYNTN4TWC,ID_7KYNTN4TWC,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-85.44,11.047,626.376,202.892,18.2
RC_ID_24WHH4WRAP,ID_24WHH4WRAP,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-82.252,14.702,824.852,209.022,19.7
RC_ID_JBRZMY8T0X,ID_JBRZMY8T0X,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-79.36,9.715,860.39,206.693,18.1
RC_ID_MUCLL4Q684,ID_MUCLL4Q684,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-81.633,7.339,1157.095,206.768,18.9
RC_ID_7E4UM7DN98,ID_7E4UM7DN98,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-63.199,2.743,636.804,157.8675,19
RC_ID_HRKKNE4IJY,ID_HRKKNE4IJY,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-63.199,2.743,636.804,196.426,35
RC_ID_0ORND36U89,ID_0ORND36U89,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-78.045,10.696,744.641,207.702,19.5
RC_ID_RW1KBIDPEB,ID_RW1KBIDPEB,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-82.015,13,716.37,203.822,20
RC_ID_1RRMJ7UFSO,ID_1RRMJ7UFSO,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-79.226,11.551,732.02,202.32,19.5
RC_ID_6YW49FS9UX,ID_6YW49FS9UX,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-83.39,7.704,659.289,206.821,17.2
RC_ID_OBJSBE24JI,ID_OBJSBE24JI,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-86.086,21.876,726.899,193.751,34.5
RC_ID_HO1Q0W2UE8,ID_HO1Q0W2UE8,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-87.904,20.638,739.002,201.644,22.2
RC_ID_CR050ED5DO,ID_CR050ED5DO,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-85.747,8.596,807.296,201.357,19.1
RC_ID_OOX13PLJGQ,ID_OOX13PLJGQ,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-83.014,17.466,1000.05,168.9445,17.2
RC_ID_6N4NVVF3HI,ID_6N4NVVF3HI,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-81.685,7.162,639.757,205.725,15.6
RC_ID_Q0A4ZU21RV,ID_Q0A4ZU21RV,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-76.172,9.801,698.886,196.251,26.2
RC_ID_7NRBKDXEXY,ID_7NRBKDXEXY,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-79.061,15.24,709.568,165.24,19.4
